Unnamed: 0,reviewId,content,normalized
159,a3b1f503-6256-4ba5-9b30-e78631d7950c,"aku mau daftar bank jago, tp kog tidak bisa verifikasi wajah ya, tiap mau verifikasi selalu nge logout sendiri. capek banget aku ulangin berkali² ttep aja ngga mau",saya ingin mendaftar bank jago tetapi mengapa verifikasi wajah tidak dapat dilakukan setiap kali saya mencoba verifikasi wajah akun saya keluar secara otomatis saya sangat lelah mengulanginya berulang kali namun tetap tidak bisa
105,cdc11ab6-a2a8-4840-b83f-92f833d6ff80,gopay parah banget ga bisa bisa login ga jelas,gopay sangat buruk tidak bisa login tidak jelas
106,63b7aaac-07e5-469d-8d88-230a552735b4,"top driver mengapa minimal 50ribu, harus menyediakan top up minimal 20ribu",top driver mengapa minimal lima puluh ribu harus menyediakan isi ulang saldo minimal dua puluh ribu
107,b83178e1-4443-4b39-aa82-e6a6877d2242,memudahkan berbagai transaksi pembayaran pembelian transfer dll,memudahkan berbagai transaksi pembayaran pembelian transfer dan lain lain
108,9c67a179-4cf8-404e-bde0-23af77fcbdc3,"setiap top up kena potongan, top up bank kena potongan, top dari shopepay kena potongan. mending kalo cuma 500 perak, sekali motong 2rb. gaje banget",setiap isi ulang saldo dikenai potongan melalui bank maupun shopeepay hal ini sangat tidak wajar lebih baik jika hanya sejumlah uang
109,67aace2b-c84e-4e63-b6c8-291916e8b950,"kok sekarang livin gak bisa transfer terus, biasanya kan sistem di jam 23:59-01.00 sekarang kok malah per jam jadinya mau tf/topup punya org lama maaf ya aku kasih reting 2 karena apk nya sekarang udh gak kek dulu",mengapa sekarang livin tidak bisa transfer lagi biasanya sistemnya per jam jadi mau transfer atau top up punya orang lama maaf ya aku memberi nilai dua karena aplikasinya sekarang sudah tidak seperti dulu
110,98976007-f87f-4562-b6bd-f41c0e69deaf,"kacau ovo ini sering gangguan, transfer sering pending",ovo ini sering mengalami gangguan dan transfer sering tertunda
111,8c811c5e-3118-48fd-86f7-7dc496b4b453,"Login tapi malah di suruh Uniinstal sampai Berkkali kali . gak jelas amat sumpah . susah bangett login nya . SINYAL WIFI GW KECEPATAN 20 MBPS, JADI BUKAN KARENA KENDALA INTERNET , KODE PIN SUDAH BENAR EH DISURUH UNINSTAL . MINTA BANTUAN MALAH GAK DI RESPON . GOPAY GW ADA SALDONYA SEJUTA LEBIH MALAH . GINI AMAT NI APLIKASI",login tetapi malah diminta menghapus instalasi hingga berkali kali tidak jelas sekali sangat sulit loginnya sinyal wifi saya kecepatan mbps jadi bukan karena kendala internet kode pin sudah benar namun disuruh menghapus instalasi minta bantuan namun tidak ada tanggapan gopay saya memiliki saldo lebih dari sejuta malah beginilah aplikasi ini
112,01f34069-7c03-4478-bb10-97fdafc12434,"aplikasi tolol, udah topup udah sukses eh pas di. cek di. ovo ga masuk tolol",aplikasi ini buruk sudah isi ulang saldo sudah berhasil tetapi saat dicek di ovo tidak masuk
113,f1943e99-e21a-4ae6-b546-9a98edf645d6,saldoku udah seminggu ga bisa di pake transaksi.gmna aplikasi ini.aku nyesel top up saldo klo ga bisa di pake transaksi,saldo saya sudah seminggu tidak bisa dipakai untuk transaksi bagaimana aplikasi ini saya menyesal mengisi saldo jika tidak bisa dipakai untuk transaksi
114,1d7c6684-e70c-4dc1-aa8f-a3a7a1c4ae77,aplikasi lemot!! perlu di perbaiki agar konsumen gak kecewa!! aku top up dari rekening brimo saldo udah terpotong tapi saldo gopay saya belom masuk sampe sekarang!!!!,aplikasi lemot perlu diperbaiki agar konsumen tidak kecewa saya melakukan isi ulang saldo dari rekening brimo saldo sudah terpotong tetapi saldo gopay saya belum masuk hingga sekarang
115,4f7e7f17-1553-4437-84f1-10da705afcb6,GA BISA DIGUNAIN BUAT ISI SALDO 👎 terus juga pas mau isi saldo eh malah Dinonaktifkan shopee paylater nya gimana orang mau top up lewat shopee coba?! aneh bikin ribet aja mendingan dana aja kalo gitu kan kalo kek gini ribet! salahnya dari mana coba salah masukin Pin Spaylater gitu??? kenapa harus di nonaktif kan? 24 Jam lagi 24 Itu lama! mana di situ di klik isi saldo eh yang muncul malah putih semua!! pas chat customer service juga gitu yang ditanya apa yang dijawab ngga sesuai pertanyaan ⁉,tidak bisa digunakan untuk mengisi saldo terus juga saat mau mengisi saldo eh malah dinonaktifkan shopee paylaternya bagaimana orang mau mengisi saldo lewat shopee coba aneh bikin ribet saja mending dana saja kalau begitu kan kalau seperti ini ribet salahnya dari mana coba salah memasukkan pin paylater seperti itu mengapa harus dinonaktifkan dua puluh empat jam lagi itu lama mana di situ klik isi saldo eh yang muncul malah putih semua saat chat customer service juga begitu yang ditanya apa yang dijawab tidak sesuai pertanyaan
116,d894f11b-25cf-414c-8996-962a8a5dd3d7,error terus gk bisa top up,eror terus menerus tidak bisa mengisi saldo
117,da3d4322-32ec-452e-95bc-9b3cca774985,pengen coba di tf sama gopay 50k buat jajan semoga di jawab,ingin mencoba mentransfer melalui gopay untuk membeli camilan semoga dijawab
118,fd2c1bda-2895-4cb8-b788-9168f4d2ab24,"bank digital yg super enak dan nyaman, ngambil cash jga ga kena cas dn transfer jga gratis ongkir. cuma masalah baru dtg ketika HP jatoh dn no. sudah mati tp setelah mengikuti prosedur dari bank jago dan hampir menghabiskan bwt isi pulsa alhamdulillah di tuntun dengan sabar dgn admin jago dan akhirnya bisa login kebuka lagi bank jago nya.",bank digital yang sangat enak dan nyaman menarik tunai juga tidak dikenakan biaya dan transfer juga gratis ongkos kirim hanya masalah baru datang ketika handphone jatuh dan nomor handphone sudah mati tetapi setelah mengikuti prosedur dari bank jago dan hampir menghabiskan untuk isi pulsa alhamdulillah dituntun dengan sabar oleh admin jago dan akhirnya bisa login kembali ke bank jago
119,bbc6f83b-29fc-4236-bd62-e0b8fb7ae175,bner sih murah dan bagus untuk apknya tapi kadang suka keluar sendiri terus pas mau login lagi malah internet terputus nih padahal jaringan gada masalah gua tes buka youtube atau tiktok gitu lancar aja sinyal gada jeda leg tapi buat login gopay malah jaringan terputus nih developernya tolong perbaiki,memang murah dan bagus untuk aplikasinya tetapi kadang keluar sendiri lalu saat ingin login lagi malah koneksi internet terputus padahal jaringan tidak ada masalah saya mencoba membuka youtube atau tiktok lancar saja sinyal tidak ada jeda tetapi untuk login gopay malah jaringan terputus pengembangnya tolong perbaiki
120,64ac3e87-2002-4756-91b3-2c7f6a2ab4c4,"mau hapus akun permanen aja kok ya susah banget prosedur nya, terlalu banyak aturan enggak jelas. ovo Aplikasi cacad & juga merugikan nasabah, top up saldo ovo dari m banking , ehh sama ovo di potong utk admin, jadi uang top up nya masuk gak utuh. Dimana mana yang nama nya penerima dana gak boleh potong uang utk admin. Yang ber hak minta biaya admin bank yang digunakan utk top up nya. Opo parah banget.",mau hapus akun permanen saja kok ya susah banget prosedurnya terlalu banyak aturan tidak jelas ovo aplikasi cacat dan juga merugikan nasabah mengisi saldo ovo melalui mobile banking eh sama ovo dipotong untuk admin jadi uang top up nya tidak utuh di mana pun namanya penerima dana tidak boleh memotong uang untuk admin yang berhak minta biaya admin bank yang digunakan untuk top up nya sangat parah
121,7ce6ad63-f9ec-4e49-9255-e45517a0e3fb,"ini aplikasi kenapa sih saya mau transfer uang gagal terus, saldo sudah mencukupi tapi gagal terus!!!!!!!!!!! mau top up saldo juga tidak bisa, semua transaksi gagal!!!!",aplikasi ini mengapa transfer uang saya selalu gagal meskipun saldo saya cukup namun tetap gagal saya juga tidak bisa mengisi saldo semua transaksi gagal
122,0e8357e3-1025-4f10-824b-acf3b62d922d,pengalamanya sulit login payah tingkat dewa kecewa deh gue knapa itu drakor cairnya ke ovo bukannya dana ajah yg mudah,pengalamannya sulit login buruk tingkat tertinggi saya kecewa mengapa itu drama korea pencairannya ke ovo bukannya dana saja yang mudah
123,44b35ab2-186c-4494-b88b-bf1646b7eade,"Baru transaksi pakai qris warung, bisa langsung di blokir ovo saya, terus saldo gimana itu",baru transaksi menggunakan qris warung bisa langsung diblokir akun ovo saya lalu bagaimana dengan saldonya
124,750aae2a-2699-49e9-a115-acd590e2d2b6,sudah melakukan transfer tapi ditiktok tetep suruh transfer,sudah melakukan transfer tetapi di tiktok tetap meminta untuk mentransfer
125,57bf9c6a-67da-42f8-8051-953f56c2ee0f,ga pernah Nemu apk SE jengkelin ini. waktu mencet fitur top up game malah loading ny lama. padahal sinyal ny bagus. udah dari awal download Masi kyk itu. 👎👎,tidak pernah menemukan apk se yang menjengkelkan ini ketika menekan fitur pengisian saldo game memuatnya lama padahal sinyalnya bagus sudah sejak awal pengunduhan masih begitu tidak puas
126,37c8168b-aa5d-45ef-817d-cb882b13a946,"gila ni aplikasi,,,kalau gak sanggup jadi bank digital jangan maksa,,,qris GK bjsa,, transfer gak bisa,,,alasan koneksi,,,ini jelas menuju ke scam,, gak aman Tarok duit di tempat yang bermasalah macam ini,,,gak aman pakai bank ini",aplikasi ini sangat tidak dapat diandalkan jika tidak sanggup menjadi bank digital jangan memaksakan diri qris tidak bisa transfer tidak bisa karena kendala koneksi ini jelas mengarah pada penipuan tidak aman menaruh uang di tempat yang bermasalah seperti ini tidak aman menggunakan bank ini
127,7b5b221e-8402-49c9-8bb9-a7af2b5dadda,"Slow respon,bisa Top Up gak bisa dibuat transaksi,",respon lambat top up tidak bisa dibuat transaksi
128,07109596-956b-48fe-838f-32752b8eb025,aplikasi sampah terlalu banyak makan biaya dari top up sampai pengisian saldo!,aplikasi ini terlalu membebani biaya mulai dari isi ulang saldo hingga pengisian saldo
129,73c10d89-c7a0-4b91-98b9-8dbc6d34f89f,"Saya Agen BRI LINK, jadi ada pelanggan saya Top up Gopay sebesar 2.900.000,pada tanggal 31 oktober 2025, sekitar jam 10 malam, transaksi berhasil , saldo gak masuk ke akun pelanggan saya, saya sudah buat bantuan di akun gopay pelanggan, mohonlah di bantu untuk penyelasaiannya karena pelanggan saya sangat perlu uang tersebut, dan satu lagi jangan dipersulit untuk pengembalian saldonya, sekali lagi mohon di bantu pihak gopay agar saldo bisa kembali ke akun pelanggan saya.terima kasih",saya agen bri link jadi ada pelanggan saya isi saldo gopay sejumlah uang pada tanggal oktober sekitar jam malam transaksi berhasil saldo tidak masuk ke akun pelanggan saya saya telah membuat laporan bantuan di akun gopay pelanggan mohon bantuannya agar penyelesaiannya karena pelanggan saya sangat membutuhkan uang tersebut dan satu lagi jangan dipersulit untuk pengembalian saldonya sekali lagi mohon bantu pihak gopay agar saldo bisa kembali ke akun pelanggan saya terima kasih
130,cf81b892-06b0-41d0-a534-c31ad85bb6e1,Top up udah ada bukti transaksi nya tapi saldo gak masuk,pengisian ulang sudah ada bukti transaksi tetapi saldo belum masuk
131,8cb1a6f8-1775-4a7f-a3b1-458b8763179e,proses transfer ke bank no ribet.. bayar ini itu mudah.. 🙏😁,proses transfer ke bank tidak rumit membayar ini itu mudah
132,51b75571-5a55-4609-81cd-b541b6a7f8bc,"kenapa akun saya tidak bisa login,udah masukkan pin,ada aja kesalahan lalu keluar dari apk,tolong diperbaiki lagi",mengapa akun saya tidak dapat masuk saya sudah memasukkan pin terjadi kesalahan kemudian keluar dari aplikasi mohon diperbaiki kembali
133,479e9a41-2038-49a6-a4be-aeec328cc332,tidak bisa transfer ke wallet seperti dana,tidak bisa melakukan transfer ke dompet digital seperti dana
134,180f913b-023e-4bf9-8604-01c0cab05110,KONFIRMASI UPGRADE LAMA MAU TF GABISA,konfirmasi upgrade lama mau mentransfer tidak bisa
135,a57f9610-c08c-4196-a630-b835e133b77a,"kecewa , pertama pake gopay aman aman saja,stelah sudah setahun lebih..top up gopay tiba tiba saldo nya gak masuk,.. setelah 3 hari baru masuk.. di coba lagi top up saldo..eh malah gak masuk sama sekali..coba tolong dong di perbaiki,.apk nya",kecewa karena penggunaan pertama kali memakai gopay aman aman saja setelah lebih dari satu tahun top up gopay tiba tiba saldo tidak masuk setelah beberapa hari baru masuk dicoba lagi top up saldo eh malah tidak masuk sama sekali tolong dong diperbaiki apknya
136,5128faaa-bfd7-44ad-914a-1858d641c2b5,"capek banget top up game mobile legend disini, udh kali ke 2 diamond nya belum masuk, benar² kecewa dan udh gk mau top up disini lg lah 😪, mending top up di tempat lain walaupun agak mahal tp udh pasti masuk 😡",sangat lelah melakukan pengisian ulang diamond mobile legends di sini sudah kedua kalinya diamondnya belum masuk sungguh kecewa dan tidak mau melakukan pengisian ulang di sini lagi sebaiknya pengisian ulang dilakukan di tempat lain meskipun harganya agak lebih mahal namun pasti masuk
137,12a22753-6415-4882-a90d-4a4db6c1f99d,top up beberapa kli tpi saldo gak masuk masuk kecewa sekali pakai aplkasi kayak begini bikin rugi ini udah dilaporkan masalahnya masih sama aja,melakukan isi ulang beberapa kali tetapi saldo tidak masuk saya sangat kecewa menggunakan aplikasi seperti ini menyebabkan kerugian hal ini sudah dilaporkan masalahnya masih sama saja
138,61e1e15c-66f1-4ad6-b330-5d410474a517,tolong bantuannya pihak gopay .. saldo gopay saya mau transfer ke seabank malah nyangkut (diproses) saya haru menunggu berapa hari lagi agar bisa kembali uang saya .. tolong bantuannya .,tolong bantuannya pihak gopay saldo gopay saya mau transfer ke seabank malah nyangkut diproses saya harus menunggu berapa hari lagi agar uang saya bisa kembali tolong bantuannya
139,fc2519f5-b534-482c-bf3c-5c3f9cf45296,Mengecewakan Transfer dana malah harus nunggu 1 hari. mana uang nya buat biaya RS,mengecewakan transfer dana malah harus menunggu satu hari untuk membayar biaya rumah sakit
140,92c41050-3256-4b08-aee0-3b1f4d6cd2b5,gak bisa top up robux,tidak bisa mengisi saldo robux
141,1971c1a3-beed-4d54-b46e-4e020f08366f,"aplikasi yg keren, kita bisa bayar untuk belanja online juga offline. juga untuk bayar transportasi online. juga bisa untuk bayar KRL commuter Line, Kok ga ada Bank Saqu di daftar transfer Bank min ? 🤔🏦 tolong tambahkan Bank Saqu di dalam daftar Bank.",aplikasi yang keren kita bisa membayar untuk belanja online maupun offline untuk membayar transportasi online juga bisa membayar krl commuter line mengapa tidak ada bank saqu di daftar transfer bank tolong tambahkan bank saqu di dalam daftar bank
142,59f9a1fb-c33e-4909-bcf3-fe914cd59e05,"kenapa ketika saya login kebali ke akun ovo saya dulu nya nomor yg terdaftar di akun ovo saya itu hilang dan saya sudah Menganti nomor ovo yg hilang dengan nomor yg baru, dan ketika saya ingin melakukan transaksi malah di suruh verifikasi ke ovo nobung by superbank , padahal sebelum nya saya tidak pernah menautkan by superbank ke akun ovo saya, dan saya tidak bisa melakukan verifikasi karena nomor yang di minta untuk verifikasi yang tertera tersebut sudah hilang, bantuan nya",mengapa ketika saya login kembali ke akun ovo saya dulunya nomor yang terdaftar di akun ovo saya hilang dan saya telah mengganti nomor ovo yang hilang dengan nomor yang baru dan ketika saya ingin melakukan transaksi malah disuruh verifikasi ke ovo nabung melalui superbank padahal sebelumnya saya tidak pernah menautkan ovo nabung melalui superbank ke akun ovo saya dan saya tidak bisa melakukan verifikasi karena nomor yang diminta untuk verifikasi yang tertera tersebut telah hilang mohon bantuannya
258,445c5bac-314d-4200-ac47-ddc1d867c280,"sudah verifikasi wajah,sudah ganti pasword dan pin,tetapi kemabali disuruh selfie ,ganzi paswors dan pin!!",sudah terverifikasi wajah telah mengganti kata sandi dan pin tetapi kembali disuruh swafoto
143,a822afe5-a790-45f8-878c-4ed00ae9408f,"Pemberitahuan kayak sampah, aplikasi lama kebuka karena ada animasi loading dulu, top up lewat bank bayar 2000, transfer ke bank bayar 2500. Mending copot aja.",pemberitahuan seperti sampah aplikasi lama terbuka karena ada animasi pemuatan dulu biaya isi ulang melalui bank biaya transfer ke bank sebaiknya dicopot saja
144,41485bff-25ae-47b7-b44f-132c7f6ae909,mudah untuk digunakan tapai sangat syang klo mau transfer malem hari selalu gabisa sangat kecewa,mudah digunakan tetapi sangat disayangkan jika ingin melakukan transfer pada malam hari selalu gagal sangat mengecewakan
145,eeb4bf1e-9a00-405f-9e70-b2b67b6082ba,kok cacad kali baru mau dipakek baru topup eh GK bisa dipakek utk transfer,mengapa begitu cacat baru ingin dipakai setelah melakukan top up tidak bisa dipakai untuk transfer
146,512c679f-1f76-42b5-936f-ec7bfd618a54,"aplikasi jelek, ketika top up saldo sering tidak masuk",aplikasi buruk saat pengisian saldo sering gagal
147,636535a4-8f77-493e-b6d3-ecf65575c960,"gopay sekarang kaya punya rekening di bank baru apa saja bisa dan mudah. mau transfer bisa, belanja juga bisa, bayar tagihan bulanan bisa masih banyak lagi deh, 👍👍👍🔥",gopay sekarang seolah memiliki rekening di bank baru apa saja bisa dilakukan dengan mudah mau mentransfer belanja juga bisa membayar tagihan bulanan juga bisa masih banyak lagi
374,516ed35b-65f9-469f-baca-aa433cdad2a8,"apk mudah di hack,sistem keamanan gada verifikasi wajah..Aplikasi yang tertinggal,padahal ini hampir 2026 tapi security nya asal""an..saya merasa pakai apk terdahulu",aplikasi mudah diretas sistem keamanan tanpa verifikasi wajah aplikasi yang tertinggal padahal saya merasa menggunakan aplikasi terdahulu
148,ab202a06-05d1-4bf6-ad9b-3429605fd137,PARAH SHOPEEPAY DAN SHOPEE MEMBLOKIR AKUN SHOPEEPAY KU TANPA ADA PEMBERITAHUAN.MENUDUH TANPA ADA BUKTI.MEMBEKUKAN UANGKU TANPA CARI JALAN KELUAR.KMI CARI UANG DRI 100 PERAK HASIL KERINGAT SENDIRI TIDAK PERNAH MENCURI UANG SIAPAPUN.DI MINTA TRANSPARAN TENTANG YG DITUDUHKAN TAPI TIDAK MAU MENUNJUKKAN. DRI TGGL 1 SAMPAI SEKARANG TANGGAL 16 SALDO SHOPEEPAY DAN SALDO MERCHANT QRIS KU DI BEKUKAN. SAYA SANGAT KECEWA DENGAN TIM SHOPEE.,amat memprihatinkan shopee pay dan shopee memblokir akun shopee pay milik saya tanpa pemberitahuan menuduh tanpa bukti membekukan uang saya tanpa mencari jalan keluar kami mencari uang dari seratus perak hasil keringat sendiri tidak pernah mencuri uang siapapun diminta transparan mengenai tuduhan tersebut namun tidak mau menunjukkan dari tanggal satu sampai sekarang tanggal enam belas saldo shopee pay dan saldo pedagang qris saya dibekukan saya sangat kecewa dengan tim shopee
149,faf555fc-94c6-4218-b0f8-b193121c8bf3,"kalau transfer dapat poin dong livin , terima kasih",jika melakukan transfer maka anda akan mendapatkan poin livin terima kasih
150,0d0be3cf-dc49-4677-9bd9-47520ecd0bf5,"Habis top up 100 knp terus akunnya ke blokir min,, gimana cara buka blokirnya, ngadu ke cs cuma bilang ada aktifitas tidak wajar pdhl g ngapa²in",setelah mengisi saldo mengapa akunnya diblokir bagaimana cara membukanya mengadukan ke layanan pelanggan hanya bilang ada aktivitas tidak wajar padahal saya tidak melakukan apa apa
151,d8f274f9-c04b-46db-8b1f-ccd4437523b4,kenapa sdh 2 hri banking tdk bisa login,mengapa sudah dua hari tidak bisa mengakses layanan perbankan online
152,de8b03ce-76c5-4bb8-8022-e4bfa1054d26,"ga usah pakai ovo lgi,nyesal kalian pakai apakasi ini,saya transfer uang ke ovo udah 1 hari ga masuk, apakasi error.",tidak usah menggunakan ovo lagi kalian menyesal menggunakan aplikasi ini saya mentransfer uang ke ovo sudah satu hari tidak masuk eror
153,39198060-78ae-4ea0-8f41-b45faedbc601,apk ini ok bgt..sglnya bs mjd mudah n mw TF kmnpun sgt cpt prktis,aplikasi ini sangat bagus segala sesuatunya bisa menjadi mudah dan ingin melakukan transfer kapan pun sangat cepat praktis
61,37e83719-3828-47eb-ac11-e66eec367111,Ema gua marah marah pas foto muka wk,ibu saya marah marah saat foto muka wk
154,32b8c361-774c-4ab6-b161-731cc9bb2eb3,"mudah transfer ke bank mana saja dan proses nya cepat, mungkin sedikit ada kendala kalau update tidak tertentu saja",mudah melakukan transfer ke bank mana pun dan prosesnya cepat mungkin sedikit ada kendala jika pembaruan tidak ditentukan saja
155,19d35be5-4626-41c3-8b26-dca065fc6f08,upluad dokumen lamaaaaaaa untuk upgread ke gopay plus padahal butuh banget buat transfer,unggah dokumen lama untuk meningkatkan gopay plus padahal sangat membutuhkannya untuk transfer
418,f3dd65fe-e351-4fa6-8f09-a71da89d1cb4,kenapa ktp saya yg hilangbtiba tiba d oake shopeepay jadi saya tidak bisa daftar sopeepay kok bisa padahal ada scan wajah tidak bener sopee pay,mengapa kartu tanda penduduk saya yang hilang tiba tiba bisa dipakai untuk shopeepay sehingga saya tidak bisa mendaftar shopeepay padahal pemindaian wajahnya tidak benar
156,fd709008-e1c8-4173-9126-26a7a42f9807,"jelek, banyak gangguan,ga bisa transfer ,ga bisa ngapa ngapain, banyak bug nya",tidak bagus banyak gangguan tidak bisa melakukan transfer tidak bisa melakukan apa apa banyak bugnya
157,39fefc61-4281-4075-886a-816600bf4959,"Syg klo mo pinjam harus BPKB jaminan nya.Dan reward nya cuma dpt koin, bkn uang cash😁. Over all tuk transfer dan Tarik tunai sudah Ok. Pesan kami Jgn pake ADM yah, dan jgn di upgrade, nanti akan susah klo mau tariktunai kyk aplikasi sebelah, ada saldo ku lumayan tapi hrs upgrade dulu, Jahat bgt! Semoga Gopay tidak seperti itu yah aamiin 🤗",sayang kalau mau meminjam harus bpkb jaminannya dan hadiahnya cuma dapat koin bukan uang tunai secara keseluruhan untuk transfer dan tarik tunai sudah oke pesan kami jangan pakai adm ya dan jangan mengupgrade nanti akan susah kalau mau tarik tunai seperti aplikasi sebelah ada saldo saya lumayan tetapi harus upgrade dulu jahat banget semoga gopay tidak seperti itu ya amin
158,24f3b527-6a76-431a-b90c-bcfdd16e9816,aplikasi ga guna login gabisa,aplikasi tidak berguna tidak bisa masuk
159,03549c62-8661-4044-b211-907560f9812c,kenapa akhir² ini saya transaksi tidak bisa? sinyal mendukung tapi gagal transaksi karena ada peringatan transaksi tidak wajar. padahal saya hanya ingin top up game.,mengapa belakangan ini transaksi saya tidak bisa sinyal mendukung tetapi gagal transaksi karena ada peringatan transaksi tidak wajar padahal saya hanya ingin mengisi ulang saldo untuk permainan
282,eb25eb4a-4a8d-4ebe-b239-7497c0b27b6f,verivikasi muka susah mau aktifasi mbaking jadi malas rencana mau pakai lagi tp dongkol gara2 verifikasi muka,verifikasi wajah sulit membuat saya malas mengaktifkan mobile banking rencana untuk menggunakannya lagi tertunda karena verifikasi wajah
160,762cc03f-eeb6-49eb-9d0a-5245ec43c107,"bagus dan sangat membantu untuk kepala tambah pusing,.. aplikasi ini bikin gua jadi sewot masa buat scan qris sampe GK bisa2 malah sampe lebih satu mingguan, .parahhhhh",bagus dan sangat membantu namun menambah rasa pusing pada kepala saat mencoba memindai kode qris tidak bisa bahkan hingga lebih dari satu minggu parah
161,fc53c091-c46c-4163-8fbf-c6a722c77b0d,aku suka top up game di sini,saya suka mengisi ulang saldo permainan di sini
162,5766c2c0-041b-414b-a92f-6e8f319cf5a5,apknya bagus mau transfer ke mana aja biayanya sangat murah,aplikasinya bagus mau mentransfer ke mana saja biayanya sangat murah
163,6a0e13c3-9dff-47bc-a38c-dd2a14a9a92e,sangt puas transfer lancar.,sangat puas transfer lancar
164,3c8c73f1-254d-419c-a650-bb468f1579d1,"apk gak berguna , mau top up gak bisa , mau beli pulsa gak bisa , mau tranfer uang gak bisa , gak bergunaaaa",aplikasi tidak berguna mau mengisi ulang saldo tidak bisa mau membeli pulsa tidak bisa mau mentransfer uang tidak bisa tidak berguna
165,593fb610-e786-49f2-97b0-17f15e7a5b56,Bayar pakai qris kadang tidak bisa,pembayaran menggunakan qris kadang tidak bisa
166,7346d4cc-d886-4f2f-bdc2-bb7bc7673410,"top up dri mbanking BCA ke gopay, TPI saldo nya belum masuk, Uang di BCA udh kepotong, bolak balik mbanking udh benar nomornya! smpe skrng GK masuk² Pembajakan uang inii 😡😡",melakukan pengisian saldo melalui mbanking bca ke gopay saldo nya belum masuk uang di bca telah dipotong bolak balik mbanking nomor nya telah benar sampai sekarang tidak masuk pembajakan uang ini
167,5a3e5211-5e56-4eb9-b004-ff7164656526,kenapa kalau aku top up sesuatu ada kendala padahal pin sama sidik jari dah bener,mengapa ketika saya mengisi ulang saldo pada suatu layanan terdapat kendala padahal pin dan sidik jari sudah benar
168,dde1a8ad-819a-4d7f-aad4-7e281dc83502,kenapa gak bisa login udh seminggu lebih lagi ad gangguan kah,mengapa tidak bisa masuk akun sudah seminggu lebih apakah ada gangguan
169,0e888f8a-d241-40e0-aa53-95427dd276c1,"transfer ke bank gratis 100x perbulan, disebelah cuma 10x per bulan. harga data, pulsa lebih murah",transfer ke bank gratis x per bulan di sebelah hanya x per bulan harga data pulsa lebih murah
170,744771ad-06e7-4451-b12e-87dda83d7a61,"biasanya login pakai fp nah kebetulan menu fp gak tampil terus coba login pake pin malah ada notif salah padahal dari pertama kali daftar belum pernah ganti dan sering juga di gunakan untuk transaksi , lalu coba deh ngajuin lupa kata sandi dan berhasil ganti kata sandi eeh pas di coba pakai sandi baru tetep gak bisa masuk katanya sandi salah , aneh bin ajaib kan, di reinstall baru salove , ok bintang naikin dah",biasanya login menggunakan sidik jari kebetulan menu sidik jari tidak tampil kemudian coba masuk menggunakan pin tetapi muncul notifikasi salah padahal sejak first kali mendaftar belum pernah mengganti dan sering juga digunakan untuk transaksi lalu coba mengajukan lupa kata sandi dan berhasil mengganti kata sandi eh ketika dicoba menggunakan kata sandi baru tetap tidak bisa masuk kata sandi salah aneh sekali diinstal ulang baru bisa terselesaikan baik tingkatkan lagi bintangnya
171,8bea43b2-0f4a-4527-8a31-0c3060d3eae8,Tidak bisa login hari,tidak bisa masuk hari ini
172,533c0b38-7385-49c1-b467-6e0e6880ae1b,"aplikasi malah gk bisa login, baru masukin nomor kartu lgsung lougout",aplikasi tidak bisa masuk baru memasukkan nomor kartu langsung keluar
173,13310523-3670-486b-951f-601e1adcbfa9,"Tolonggg dengar sangat minnn, saya mau upgrade ke go pay plus di tolak teruss, padahal udah ngikutin apa yg di suruh, masalahnya ada uang 99rb min, saya butuh uang itu tapi tidak bisa di transfer kalo belum go pay plus, saya udah nyoba berkali kali tetep di tolak 😭😭🙏🏻🙏🏻",tolong dengarkan dengan seksama saya ingin meningkatkan ke gopay plus namun ditolak terus padahal sudah mengikuti apa yang disuruh masalahnya ada uang sembilan puluh sembilan ribu rupiah saya membutuhkan uang itu tetapi tidak bisa ditransfer jika belum gopay plus saya telah mencoba berkali kali tetap ditolak
174,426496c0-bd1e-4ecb-9832-37a770c74c95,ada gratis topup teransper,ada gratis top up transfer
175,13fd1750-bc94-43f8-9886-6ae77b84abab,selesai top up akunnya keluar sendiri terus login lagi ga bisa padahal kode security nya sudah benar lalu dicoba beberapa kali malah di blokir sama pihak yang ga bertanggung jawab. mau nyuri duitnya ya giliran ga ada saldo akun bae² aja,setelah melakukan pengisian saldo akun keluar secara otomatis lalu tidak bisa login kembali padahal kode keamanannya sudah benar kemudian dicoba beberapa kali malah diblokir oleh pihak yang tidak bertanggung jawab mau mencuri uangnya ya giliran tidak ada saldo akun biasa saja
176,224166f4-3cf3-4bb0-ade4-efdc5a52a9bc,"Ada masalah pada saat login lalu logout lagi, sudah kirim keluhan detail di Gmail dan live chat WA tidak ada progres padahal sudah sebulan lebih, entah kenapa bisa selama itu tapi ini bank yang menurut saya paling buruk pelayanan nya.",ada masalah pada saat login lalu logout lagi sudah mengirim keluhan secara rinci melalui gmail dan live chat wa tidak ada progres padahal sudah sebulan lebih namun ini bank yang menurut saya paling buruk pelayanannya
230,fafe1b06-d491-4733-9229-ed7bca2a3d36,scand wajah kedip berkali kali gak kebaca terus tolong di kasih cara login lain,pemindaian wajah berkedip berkali kali tidak terbaca terus mohon diberikan cara login lainnya
